" (18, 'on admission to the micu'),",1
" (18, 'musculoskeletal'),",0
" (18, 'medications upon admission'),",1
" (18, 'labs on transfer'),",1
" (18, 'lab data'),",1
" (18, 'gu'),",0
" (18, 'gi bleed'),",0
" (18, 'ekgs'),",0
" (18, 'discharge diagnosis list'),",1
" (18, 'ct of the pelvis'),",0
" (18, 'ct'),",0
" (18, 'course'),",0
" (18, 'coumadin (warfarin)'),",0
" (18, 'coagulation profile'),",0
" (18, 'ce trend'),",0
" (18, 'cbc trend'),",0
" (18, 'car seat position screening'),",0
" (18, 'brief hospital course by problem'),",1
" (18, 'arf'),",0
" (18, 'anaerobic culture (pending)'),",0
" (18, 'abd'),",0
" (18, '[**hospital1 18**]'),",0
" (18, '16. potassium chloride 10 meq capsule, sustained release sig'),",0
" (18, '-illicit drugs'),",0
" (17, 'who meet any of the following three criteria'),",0
" (17, 'treatment history'),",1
" (17, 'the following changes to your medications were made'),",1
" (17, 'the following appointments have been scheduled for you'),",0
" (17, 'pulse exam'),",0
" (17, 'preop'),",1
" (17, 'potassium chloride 10 meq capsule, sustained release sig'),",0
" (17, 'postoperative diagnoses'),",1
" (17, 'please start taking'),",0
" (17, 'pharyngeal phase'),",0
" (17, 'pertinent labs and studies'),",1
" (17, 'personal care'),",1
" (17, 'pending'),",1
" (17, 'past surgical hx'),",1
" (17, 'osh studies'),",0
" (17, 'on arrival to micu'),",1
" (17, 'notable studies'),",1
" (17, 'neck'),",0
" (17, 'microbio'),",1
" (17, 'medical history'),",1
" (17, 'lumbar spine'),",0
" (17, 'location'),",0
" (17, 'lipids'),",0
" (17, 'labs on admit'),",0
" (17, 'labs at time of discharge'),",0
" (17, 'labs at osh'),",0
" (17, 'laboratory studies'),",0
" (17, 'icu admission exam'),",1
" (17, 'discharge date'),",1
" (17, 'diagnosed by'),",1
" (17, 'cvs'),",0
" (17, 'code status'),",1
" (17, 'changes to medications'),",1
" (17, 'changes in medication'),",1
" (17, 'cards'),",0
" (17, 'call your doctor for'),",1
" (17, 'altered mental status'),",0
" (17, 'admitting diagnoses'),",1
" (17, 'additional labs'),",0
" (17, 'addendum to hospital course'),",1
" (17, '-mental status'),",0
" (17, '- cranial nerves'),",0
" (16, 'when you leave the hospital'),",1
" (16, 'we made the following changes to your medication'),",1
" (16, 'video swallow'),",0
" (16, 'upon presentation'),",0
" (16, 'treatment techniques'),",1
" (16, 'the following medication changes have been made'),",1
" (16, 'ruq us'),",0
" (16, 'previous biopsies'),",0
" (16, 'prenatal course'),",0
" (16, 'please start'),",0
" (16, 'physical exam on transfer'),",1
" (16, 'pfi'),",0
" (16, 'oral phase'),",0
" (16, 'on transfer to the floor'),",0
" (16, 'nchct'),",0
" (16, 'name of primary pediatrician'),",1
" (16, 'medications on presentation'),",1
" (16, 'medication regimen'),",1
" (16, 'liver function tests'),",0
" (16, 'laboratory data on admission'),",1
" (16, 'discharge vital signs'),",1
" (16, 'diabetes mellitus'),",0
" (16, 'ct scan'),",0
" (16, 'communication'),",0
" (16, 'ce'),",0
" (16, 'cause of death'),",1
" (16, 'call your doctor or go to the er for any of the following'),",0
" (16, 'brief micu course'),",1
" (16, 'antibiotics'),",1
" (16, 'anaerobic bottle (preliminary)'),",0
" (16, 'aerobic bottle (preliminary)'),",0
" (16, 'addendum to discharge summary'),",1
" (16, '17. potassium chloride 10 meq capsule, sustained release sig'),",0
" (16, '(continued)'),",0
" (15, 'the following appointments were made for you'),",1
" (15, 'stop taking'),",0
" (15, 'scheduled'),",1
" (15, 'refl'),",0
" (15, 'reason for admission'),",1
" (15, 'postoperative diagnosis'),",1
" (15, 'please stop'),",0
" (15, 'others'),",1
" (15, 'other relevant labs'),",0
" (15, 'on the floor'),",1
" (15, 'on admit'),",1
" (15, 'multidisciplinary rounds'),",1
" (15, 'mrv of the head'),",0
" (15, 'mra of the neck'),",0
" (15, 'most recent labs'),",1
" (15, 'medications at time of transfer'),",1
" (15, 'medications as outpatient'),",1
" (15, 'medical floor course'),",1
" (15, 'medical course'),",1
" (15, 'it was decided that she would undergo a'),",0
" (15, 'followup appointments'),",0
" (15, 'final report'),",1
" (15, 'experience any of the following'),",0
" (15, 'ed course (labs, imaging, interventions, consults)'),",0
" (15, 'discharge diagnoses list'),",1
" (15, 'ct angiography of the head'),",0
" (15, 'ct abdomen and pelvis'),",0
" (15, 'chest pain'),",0
" (15, 'carotid us'),",0
" (15, 'aspirin low dose 81 mg tablet, delayed release (e.c.) sig'),",0
" (15, 'appointments listed below'),",0
" (15, 'any of the following 4 criteria'),",0
" (15, 'admit'),",1
" (15, 'admission pex'),",0
" (15, 'acute diagnoses'),",1
" (15, '[**last name (namepattern4) 15255**] of present illness'),",0
" (15, '[**hospital1 18**] labs'),",0
" (15, '[ ] mood change        []suicidal ideation  [ ] other'),",0
" (15, '-deep tendon reflexes'),",0
" (14, 'you have the following appointment scheduled'),",0
" (14, 'we made the following changes to your home medication list'),",1
" (14, 'we are changing your medications as follows'),",1
" (14, 'urine cultures'),",0
" (14, 'treatment'),",1
" (14, 'tox'),",0
" (14, 'thrombotic events'),",0
" (14, 'the following changes have been made to your home medications'),",1
" (14, 'tfts'),",0
" (14, 'systemic lupus erythematosus'),",0
" (14, 'summary of data from the exercise lab'),",0
" (14, 'sputum cx'),",0
" (14, 'some of your medications were changed during this admission'),",1
" (14, 'secondary discharge diagnoses'),",1
" (14, 'return to the [**hospital1 18**] emergency department for'),",0
" (14, 'recommended'),",0
" (14, 'psurghx'),",0
" (14, 'psurgh'),",0
" (14, 'principal diagnosis'),",1
" (14, 'preoperative diagnoses'),",1
" (14, 'preop exam'),",1
" (14, 'plan going forward'),",0
" (14, 'physical exam on admission to micu'),",1
" (14, 'other results'),",0
" (14, 'nih ss'),",0
" (14, 'mrsa screen (pending)'),",0
" (14, 'meds (on transfer)'),",1
" (14, 'medications changed this admission'),",1
" (14, 'medications at rehab'),",1
" (14, 'medications (at home)'),",1
" (14, 'lft trend'),",0
" (14, 'labs on dc'),",0
" (14, 'initial physical exam'),",1
" (14, 'general review of systems'),",0
" (14, 'following 4 criteria'),",0
" (14, 'dm2'),",0
" (14, 'discharged labs'),",0
" (14, 'discharge status'),",1
" (14, 'discharge medication'),",1
" (14, 'diarrhea'),",0
" (14, 'develop'),",0
" (14, 'ct of the abdomen'),",0
" (14, 'ct angiogram'),",0
