left knee,left knee
plan going forward,plan going forward
on transfer to medicine,on transfer to medicine
notable studies during admission,notable studies during admission
please call and schedule the following appointments,please call and schedule the following appointments
endocarditis,endocarditis
medications on transfer from sicu,medications on transfer from sicu
pending labs at time of discharge,pending labs at time of discharge
ldl,ldl
follow up appointments for infant include,follow up appointments for infant include
melanoma,melanoma
labs were performed,labs were performed
left lower extremity ultrasound,left lower extremity ultrasound
selected laboratory results,selected laboratory results
labs upon presentation,labs upon presentation
elevated transaminases,elevated transaminases
sensory audiology,sensory audiology
rheum labs,rheum labs
pericardial and pleural fluid,pericardial and pleural fluid
patient identifying information,patient identifying information
on transfer from osh,on transfer from osh
fluid,fluid
lactate levels,lactate levels
flow cytometry studies,flow cytometry studies
flow cytometry immunophenotyping,flow cytometry immunophenotyping
selected imaging,selected imaging
medications on transfer from the medical intensive care unit,medications on transfer from the medical intensive care unit
physical measures at birth,physical measures at birth
mental status examination on admission,mental status examination on admission
plastic surgeon,plastic surgeon
electron microscopy,electron microscopy
plan this hospital course,plan this hospital course
elevated creatinine,elevated creatinine
mental status and neurologic observations,mental status and neurologic observations
elevated lactate,elevated lactate
medications include,medications include
pinprick,pinprick
medications in the micu,medications in the micu
elevated lipase,elevated lipase
pending results requiring follow up,pending results requiring follow up
labs of relevance,labs of relevance
medications on admission to medicine floor,admission medications
plans,plans
labs to followed up as outpatient,labs to followed up as outpatient
mental status change,mental status change
picc line care,picc line care
oral thrush,oral thrush
elevated liver enzymes,elevated liver enzymes
lad,lad
mesenteric ischemia,mesenteric ischemia
pericardial fluid cytology,pericardial fluid cytology
seizure protocol,seizure protocol
percutaneous nephrostomy placement,percutaneous nephrostomy placement
plateau,plateau
patient expired at 3,patient expired at 3
review of hospital course,review of hospital course
per omr notes,per omr notes
labs at transfer,labs at transfer
please add the following medication,please add the following medication
labs on transfer to micu,labs on transfer to micu
pericardial fluid culture,pericardial fluid culture
on transfer from micu to floor,on transfer from micu to floor
latent tb,latent tb
meds from osh,meds from osh
right arm,right arm
number,number
note 1,note 1
latest labs,latest labs
emergency room course,emergency room course
physical examination upon admission to the hospital,physical examination upon admission to the hospital
electrolytes on discharge,electrolytes on discharge
selected chemistries,selected chemistries
optic fundi,optic fundi
perfusion,perfusion
floor hospital course,floor hospital course
send results to,send results to
patient name,patient name
follow up appointment schedule recommended,follow up appointment schedule recommended
ortho spine,ortho spine
medications in hospital,medications in hospital
nuclear report,nuclear report
labs pending at time of discharge,labs pending at time of discharge
medications on transfer from the micu,medications on transfer from the micu
labs on day of expiration,labs on day of expiration
on review of systems,on review of systems
meds on transfer to ccu,meds on transfer to ccu
rib films,rib films
on transfer out of icu,on transfer out of icu
last set of labs,last set of labs
ophthalmologic findings,ophthalmologic findings
see below for changes in your home medication regimen,see below for changes in your home medication regimen
operations performed,operations performed
pertinent radiology results,pertinent radiology results
eye examination,eye examination
rle ultrasound,rle ultrasound
pending at discharge,pending at discharge
pertinent laboratories and studies on admission,pertinent laboratories and studies on admission
on admission to floor,on admission to floor
pertinent radiology,pertinent radiology
extremeties,extremeties
major diagnoses,major diagnoses
romi,romi
operations and procedures,operations and procedures
on admission to the ed,on admission to the ed
ros on admission,ros on admission
pelvic ct with iv contrast,pelvic ct with iv contrast
ros per hpi plus,ros per hpi plus
scope,scope
medications prior admission,medications prior admission
medical problems,medical problems
etoh use,etoh use
medications on transfer to the icu,medications on transfer to the icu
open wound,open wound
f,f
macroscopic tumor perforation,macroscopic tumor perforation
medical icu course,medical icu course
ma newborn screens,ma newborn screens
medication changes during this admission,medication changes during this admission
falls,falls
failure to thrive,failure to thrive
lung volumes,lung volumes
medication change,medication change
esr,esr
medication chagnes,medication chagnes
on general ros,on general ros
lung volumes 7,lung volumes 7
lungs and airways,lungs and airways
medications received,medications received
lymph,lymph
medications on transfer to the ccu,medications on transfer to the ccu
medications prior to transfer,medications prior to transfer
screening testing,screening testing
laboratory studies on transfer,laboratory studies on transfer
medication at home,medication at home
lymphovascular invasion,lymphovascular invasion
rle cellulitis,rle cellulitis
m,m
medication as outpatient,medication as outpatient
pertinent previous studies,pertinent previous studies
opat antimicrobial regimen and projected duration,opat antimicrobial regimen and projected duration
famhx,famhx
oncologic hx,oncologic hx
rue us,rue us
pertinent laboratory tests,pertinent laboratory tests
pertinent laboratory data and diagnostics,pertinent laboratory data and diagnostics
exam at admission,exam at admission
exam upon admission,exam upon admission
pertinent laboratory information,pertinent laboratory information
exam order,exam order
pelvis xr,pelvis xr
ruq pain,ruq pain
measurements at discharge,measurements at discharge
pertinent laboratory data on transfer,pertinent laboratory data on transfer
exam at the time of discharge,exam at the time of discharge
mechanical mitral valve,mechanical mitral valve
ruq ultrasound with dopplers,ruq ultrasound with dopplers
mechanics,mechanics
exam on icu admission,exam on icu admission
on dc,on dc
oncology table,oncology table
exam on day of discharge,exam on day of discharge
sarcoidosis,sarcoidosis
on dicharge,on dicharge
oncologic labs,oncologic labs
maternal obstetrical history,maternal obstetrical history
major procedure,major procedure
evidence of chronic or systemic illness,evidence of chronic or systemic illness
medications preoperative,medications preoperative
pelvic mass,pelvic mass
pertinent path,pertinent path
eus,eus
pelvic us,pelvic us
one view of the chest,one view of the chest
pelvis ct,pelvis ct
pertinent negatives,pertinent negatives
pelvis ct with and without contrast,pelvis ct with and without contrast
on exam,on exam
on dishcharge,on dishcharge
management of chronic medical problems outlined below,management of chronic medical problems outlined below
events in the tsicu,events in the tsicu
pertinent labs on admission,pertinent labs on admission
pertinent labs during hospital course,pertinent labs during hospital course
mat hx,mat hx
pelvis ct without iv contrast,pelvis ct without iv contrast
pertinent laboratory values on transfer,pertinent laboratory values on transfer
schedule appointments,schedule appointments
pertinent laboratory values on admission,pertinent laboratory values on admission
on day of demise,on day of demise
pertinent xr data,pertinent xr data
family,family
medications at time of medical intensive care unit transfer,medications at time of medical intensive care unit transfer
fetal screens,fetal screens
levofloxacin  250 mg tablet  sig,levofloxacin  250 mg tablet  sig
ophthalmologic examination,ophthalmologic examination
medications on transfer to icu,medications on transfer to icu
pertinent data,pertinent data
enzymes and bilirubin,enzymes and bilirubin
femur xray,femur xray
physical exam upon admission to the intensive care unit,physical exam upon admission to the intensive care unit
pertinent diagnostic studies on admission,pertinent diagnostic studies on admission
fem,fem
light microscopy,light microscopy
medications to continue,medications to continue
secondary diagoses,secondary diagoses
ep,ep
physical exam on transfer to the floor,physical exam on transfer to the floor
physical exam on transfer to medicine floor,physical exam on transfer to medicine floor
pending lab results,pending lab results
line history,line history
line placement,line placement
lipid,lipid
lisinopril 10 mg tablet sig,lisinopril 10 mg tablet sig
right lower lobe pneumonia,right lower lobe pneumonia
pertinent cultures,pertinent cultures
pertinent admission laboratories,pertinent admission laboratories
medications that were stopped,medications that were stopped
medications at nursing home,medications at nursing home
physical examination on admission to coronary care unit,physical examination on admission to coronary care unit
pe on transfer to floor,pe on transfer to floor
left shoulder,left shoulder
physical examination in the trauma bay,physical examination in the trauma bay
medications at the time of this discharge summary,medications at the time of this discharge summary
films on admission,films on admission
physical examination in the nicu,physical examination in the nicu
endocrinology provider,endocrinology provider
personal and social history,personal and social history
physical examination from admission,physical examination from admission
medications at the time of discharge include,medications at the time of discharge include
medications at the time of dictation,medications at the time of dictation
left upper extremity deep venous ultrasound,left upper extremity deep venous ultrasound
medications at the outside hospital,medications at the outside hospital
physical examination at time of transfer,physical examination at time of transfer
pe upon discharge,pe upon discharge
legal,legal
right lateral thigh ulcer,right lateral thigh ulcer
on transfer to the medical floor,on transfer to the medical floor
medications at rehab,medications at rehab
medications upon admission to the acove service,medications upon admission to the acove service
er course,er course
pedi,pedi
pertinent lab results,pertinent lab results
pending at time of discharge,pending at time of discharge
fe studies,fe studies
right upper extremity,right upper extremity
peg tube,peg tube
family pediatrician,family pediatrician
phenytoin levels,phenytoin levels
medications on transfer to service,medications on transfer to service
family history and social history,family history and social history
lower extremity us,lower extremity us
phenoba,phenoba
esld,esld
esophageal ca,esophageal ca
ph,ph
pgynh,pgynh
operative dates,operative dates
lue,lue
esophageal candidiasis,esophageal candidiasis
lue dvt,lue dvt
lue ultrasound,lue ultrasound
medication changes include,medication changes include
lumbar spine patients,lumbar spine patients
lunch humalog scale,lunch humalog scale
seconary diagnoses,seconary diagnoses
lmca,lmca
obstetrics,obstetrics
second addendum,second addendum
physical exam on dc,physical exam on dc
lithium trend,lithium trend
physical exam on day of discharge,physical exam on day of discharge
pertinent discharge exam,pertinent discharge exam
liver biopsy,liver biopsy
liver disease,liver disease
physical exam on admission to neonatal intensive care unit,physical exam on admission to neonatal intensive care unit
liver failure,liver failure
pertinent examination,pertinent examination
occupational therapy,occupational therapy
second micu course,second micu course
liver function,liver function
medication reconcilication,medication reconcilication
ercp impression,ercp impression
pediatric care,pediatric care
liver transplant,liver transplant
physical exam in the ccu,physical exam in the ccu
pertinent hematology,pertinent hematology
operative pathology,operative pathology
physical exam at time of transfer,physical exam at time of transfer
lle dvt,lle dvt
facial fractures,facial fractures
procedure data,procedure data
metabolism,metabolism
hd4,hd4
pregnancy complicated by,pregnancy complicated by
prednisone taper,prednisone taper
hematologic status,hematologic status
icu course as follows,icu course as follows
hematologic issues,hematologic issues
prebypass,prebypass
mri abd,mri abd
pre intubation abg,pre intubation abg
neurol,neurol
iddm,iddm
radiologic films,radiologic films
pph,pph
posture and movement,posture and movement
neurologic examination on admission,neurologic examination on admission
postpartum issues,postpartum issues
iii,iii
radiological data,radiological data
postoperative labs were as follows,postoperative labs were as follows
illness,illness
heart rate,heart rate
imagaing,imagaing
postoperative laboratory studies were as follows,postoperative laboratory studies were as follows
pa and lateral radiograph of the chest,pa and lateral radiograph of the chest
imaging and diagnostics,imaging and diagnostics
neurological       sensation,neurological       sensation
imaging and labs,imaging and labs
postoperative laboratories as follows,postoperative laboratories as follows
postoperative instructions,postoperative instructions
pa and lateral radiographs of the chest,pa and lateral radiographs of the chest
radiography,radiography
oxycodone 5 mg tablet sig,oxycodone 5 mg tablet sig
icu admission exam,icu admission exam
preliminary reportdetails of procedure,preliminary reportdetails of procedure
outside medications,outside medications
mri of the brain with gadolinium,mri of the brain with gadolinium
r foot films,r foot films
heparin dependent antibodies,heparin dependent antibodies
hep serologies,hep serologies
mri of the abdomen with and without intravenous contrast,mri of the abdomen with and without intravenous contrast
ra,ra
hemolysis labs,hemolysis labs
heme and id,heme and id
mri l spine,mri l spine
preliminary reportpreoperative diagnosis,preliminary reportpreoperative diagnosis
hypocalcemia,hypocalcemia
preliminary reportfindings,preliminary reportfindings
preliminary reportdate of service,preliminary reportdate of service
icu admission,icu admission
mri impression,mri impression
preliminary reportassistant,preliminary reportassistant
other organs received,other organs received
preliminary reportanesthesia,preliminary reportanesthesia
mri head without contrast,mri head without contrast
preliminary findings,preliminary findings
preliminary diagnosis,preliminary diagnosis
icd,icd
hematology labs,hematology labs
icd 9,icd 9
mri c spine,mri c spine
radiographs,radiographs
ich,ich
postoperative course will now be broken down by systems,postoperative course will now be broken down by systems
immaging,immaging
mr thoracic spine,mr thoracic spine
incision wound vac care,incision wound vac care
rchm,rchm
in the ed the patient had the following vital signs,in the ed the patient had the following vital signs
in the ed vitals were,in the ed vitals were
in the emergency department,in the emergency department
in the emergency department initial vital signs were,in the emergency department initial vital signs were
in the emergency room her initial vitals were t,in the emergency room her initial vitals were t
in the er his initial vs were,in the er his initial vs were
reason for consultation,reason for consultation
inactive,inactive
neurology appointment,neurology appointment
inactive diagnoses,inactive diagnoses
inactive issues by problem,inactive issues by problem
reason for intensive care unit admission,reason for intensive care unit admission
incisional pain managed with,incisional pain managed with
in the ed his initial vitals were t,in the ed his initial vitals were t
increased,increased
increased alkaline phosphatase,increased alkaline phosphatase
reasons for admission,reasons for admission
portable duplex of the abdomen,portable duplex of the abdomen
neurology follow up,neurology follow up
increased creatinine,increased creatinine
neurology icu course,neurology icu course
he underwent a,he underwent a
hdl,hdl
paracentesis fluid,paracentesis fluid
hd7,hd7
portable cxr,portable cxr
motor responses,motor responses
in the ed initial vs,in the ed initial vs
post byass,post byass
postop,postop
post operative,post operative
other laboratory data,other laboratory data
head mra,head mra
immunophenotypic findings consistent with involvement by,immunophenotypic findings consistent with involvement by
mr of the cervical spine,mr of the cervical spine
imperssion,imperssion
post transplant complications,post transplant complications
implants,implants
post revascularization,post revascularization
important medication changes,important medication changes
post operatively,post operatively
head ct showed,head ct showed
neurological examination at time of discharge notable for,neurological examination at time of discharge notable for
post operative course,post operative course
post op mri,post op mri
head  ct,head  ct
neurological follow up with,neurological follow up with
impresssion,impresssion
post op ct,post op ct
mr imaging,mr imaging
neurological ros,neurological ros
rapid respiratory virus screen,rapid respiratory virus screen
head and neck ctas,head and neck ctas
post discharge services,post discharge services
in icu,in icu
rare or uncommon,rare or uncommon
post discharge name,post discharge name
pancreatic mass,pancreatic mass
post catheterization ekg,post catheterization ekg
prenatal care,prenatal care
mri of the brain without and with gadolinium,mri of the brain without and with gadolinium
prenatal course significant for the following,prenatal course significant for the following
proxy,proxy
provider cat scan where,provider cat scan where
hip,hip
principal procedure performed,principal procedure performed
otolaryngology,otolaryngology
musculoskeletal left lower extremity,musculoskeletal left lower extremity
outpatient antibiotic regimen and projected duration,outpatient antibiotic regimen and projected duration
hida scan,hida scan
multivitamin tablet sig,multivitamin tablet sig
primary procedures,primary procedures
multiple sclerosis,multiple sclerosis
provider pulmonary exam room,provider pulmonary exam room
hga1c,hga1c
multiplanar reformatted images,multiplanar reformatted images
hit,hit
history of brief hospital course,history of brief hospital course
naming,naming
primary cause of death,primary cause of death
primary care physicians,primary care physicians
psghx,psghx
home medication,home medication
mssa bacteremia,mssa bacteremia
psurg hx,psurg hx
primary care medical doctor,primary care medical doctor
home oxygen,home oxygen
other relevant,other relevant
hospital addendum,hospital addendum
psx,psx
psxh,psxh
hip film,hip film
hip fracture,hip fracture
previous studies,previous studies
history  of  the present illness,history  of  the present illness
name of attending,name of attending
other systems,other systems
name of pediatric provider,name of pediatric provider
problems by system during hospital stay,problems by system during hospital stay
other treatments,other treatments
prn medications,prn medications
name of primary care provider,name of primary care provider
private pediatrician,private pediatrician
prior to transfer,prior to transfer
name of primary pediatric group,name of primary pediatric group
his hospital course by problem is as follows,his hospital course by problem is as follows
history  of  the  present illness,history  of  the  present illness
projected date of discharge,projected date of discharge
myotatic reflexes,myotatic reflexes
provider bone density testing where,provider bone density testing where
history and clinical course,history and clinical course
other screening,other screening
prior procedures,prior procedures
prior obstetrical history,prior obstetrical history
prior obstetric history,prior obstetric history
history as follows,history as follows
other upcoming appointments,other upcoming appointments
prior ob history,prior ob history
prior medications,prior medications
prophylactic,prophylactic
name of procedures,name of procedures
hip xr,hip xr
name of the primary pediatrician,name of the primary pediatrician
nasointestinal tube placement under fluoroscopy,nasointestinal tube placement under fluoroscopy
previous obstetrical history,previous obstetrical history
hepatitis,hepatitis
mri of the spine,mri of the spine
pulmonary wise,pulmonary wise
hospital course was significant for the following issues,hospital course was significant for the following issues
mri thoracic spine,mri thoracic spine
neck mra,neck mra
other pertinent studies,other pertinent studies
preoperative laboratories were as follows,preoperative laboratories were as follows
hospital history while on the medical service is as follows,hospital history while on the medical service is as follows
preoperative examination,preoperative examination
needed for pain,needed for pain
negative for,negative for
preoperative electrocardiogram,preoperative electrocardiogram
hospitalization course by system,hospitalization course by system
hospitalization course by systems,hospitalization course by systems
pupillary responses,pupillary responses
pulmonary hypertension,pulmonary hypertension
preop medications,preop medications
preop labs are as follows,preop labs are as follows
pvd,pvd
hepatitis serology,hepatitis serology
prenatal labs include,prenatal labs include
hepatitis panel,hepatitis panel
hydronephrosis,hydronephrosis
hepatitis labs,hepatitis labs
other pertient labs,other pertient labs
mri of the brain without contrast,mri of the brain without contrast
r arm xray,r arm xray
outside labs,outside labs
hepatitis b immunization,hepatitis b immunization
outpatient meds,outpatient meds
her floor course as follows,her floor course as follows
hospital course by issues,hospital course by issues
hospital course in the intensive care unit,hospital course in the intensive care unit
her prenatal screens were,her prenatal screens were
psychiatry evaluation,psychiatry evaluation
psychopharmacology,psychopharmacology
nausea,nausea
mrv head,mrv head
psychosocial history,psychosocial history
outpatient medications on admission,admission medications
mrv,mrv
hospital course by systems and pertinent laboratory data,hospital course by systems and pertinent laboratory data
prevention,prevention
pt brought back to the or for,pt brought back to the or for
mrsa screen      source,mrsa screen      source
pt underwent a,pt underwent a
hospital course in the medical intensive care unit,hospital course in the medical intensive care unit
other previously scheduled appointments,other previously scheduled appointments
hospital course including pertinent laboratory data,hospital course including pertinent laboratory data
pul,pul
nchct on admission,nchct on admission
nebulizers,nebulizers
hospital course is reviewed by problem,hospital course is reviewed by problem
hospital course listed by problem,hospital course listed by problem
mrsa nasal swab screen,mrsa nasal swab screen
preoperative physical exam,preoperative physical exam
hospital course to date,hospital course to date
her hospital course by problem is as follows,her hospital course by problem is as follows
preoperative medication,preoperative medication
preoperative labs were as follows,preoperative labs were as follows
pulmonary function tests,pulmonary function tests
hd5,hd5
parotitis,parotitis
patient allergies,patient allergies
recent labs prior to discharge,recent labs prior to discharge
fsh,fsh
nihss at 10,nihss at 10
please follow these seizure safety guidelines,please follow these seizure safety guidelines
lab work,lab work
osh head ct,osh head ct
micu stay,micu stay
renal ultrasound with doppler,renal ultrasound with doppler
please follow these instructions,please follow these instructions
past social history,past social history
labor history,labor history
laboratories and tests,laboratories and tests
micu course by systems,micu course by systems
please follow the general discharge instructions below,please follow the general discharge instructions below
renogram images,renogram images
osh ecg,osh ecg
laboratories at the time of discharge,laboratories at the time of discharge
osh cxr,osh cxr
laboratories from admission,laboratories from admission
freeca,freeca
fracture,fracture
laboratories from the outside hospital,laboratories from the outside hospital
four lymph nodes,four lymph nodes
name of operation,name of operation
laboratories in the emergency room,laboratories in the emergency room
for the patient,for the patient
laboratories on admission to the floor,laboratories on admission to the floor
repeat exam off sedation,repeat exam off sedation
micu admission exam,micu admission exam
for problem id,for problem id
osh images,osh images
lab results at discharge,lab results at discharge
past oncological history,past oncological history
keep the following appointments,keep the following appointments
iv fluid,iv fluid
remaining cranial,remaining cranial
remaining hospital course,remaining hospital course
ivf pregnancy complicated by,ivf pregnancy complicated by
nih stroke scale score was 21,nih stroke scale score was 21
ga,ga
please keep the following other appointments,please keep the following other appointments
please keep the following appointment,please keep the following appointment
nih stroke scale score was 3,nih stroke scale score was 3
further studies,further studies
renal cell carcinoma,renal cell carcinoma
please keep all previously scheduled appointments,please keep all previously scheduled appointments
keep the following appointment,keep the following appointment
nih stroke scale score was 7,nih stroke scale score was 7
please follow up with pcp,please follow up with pcp
key follow up,key follow up
key studies,key studies
renal follow up,renal follow up
klebsiella oxytoca sensitivities,klebsiella oxytoca sensitivities
further hospital course,further hospital course
l ankle xr,l ankle xr
renal issues,renal issues
furosemide  20 mg tablet  sig,furosemide  20 mg tablet  sig
past obstetrics history,past obstetrics history
migraines,migraines
functionality type,functionality type
please follow up with the following appointments,please follow up with the following appointments
full code,full code
laboratories on examination,laboratories on examination
laboratories on the day of discharge,laboratories on the day of discharge
please continue taking,please continue taking
laboratory on presentation,laboratory on presentation
laboratory exam,laboratory exam
laboratory exam on admission,laboratory exam on admission
notable laboratories,notable laboratories
please call to schedule appointment with,please call to schedule appointment with
please call to schedule,please call to schedule
notable laboratories on admission,notable laboratories on admission
mibi impression,mibi impression
orthopedic injuries,orthopedic injuries
please call pcp,please call pcp
following changes were made to your medications,following changes were made to your medications
please call or return to the er if you experience,please call or return to the er if you experience
please call or return if you have,please call or return if you have
pathology results,pathology results
follow ups,follow ups
orthopedic surgery,orthopedic surgery
follow up with your new primary care doctor,follow up with your new primary care doctor
laboratory on transfer,laboratory on transfer
follow up with provider,follow up with provider
follow up with primary care doctor,follow up with primary care doctor
restless legs,restless legs
laboratory reports,laboratory reports
laboratory results on presentation,laboratory results on presentation
restrictions,restrictions
laboratory studies at outside hospital,laboratory studies at outside hospital
pathology tissue,pathology tissue
laboratory studies at the outside hospital,laboratory studies at the outside hospital
notable microbiology,notable microbiology
follow up with,follow up with
respiratory culture,respiratory culture
notable discharge labs,notable discharge labs
repeat labs,repeat labs
food and electrolytes,food and electrolytes
for bedtime,for bedtime
laboratories prior to admission,laboratories prior to admission
for 5 days,for 5 days
for 2 weeks,for 2 weeks
report title,report title
footwear,footwear
laboratories were as follows,laboratories were as follows
foot xray,foot xray
please change,please change
laboratory and studies,laboratory and studies
laboratory and studies on admission,laboratory and studies on admission
please call your primary care doctor or return to the er with,please call your primary care doctor or return to the er with
microbiology reports,microbiology reports
microbiological data,microbiological data
followup appointments schedule recommended,followup appointments schedule recommended
normal diurnal pattern,normal diurnal pattern
laboratory data at time of admission,laboratory data at time of admission
please call your doctor or return to the er for,please call your doctor or return to the er for
please call your doctor or return to the er,please call your doctor or return to the er
normocytic anemia,normocytic anemia
laboratory data on day of discharge,laboratory data on day of discharge
laboratory data on the day of admission,laboratory data on the day of admission
resp distress,resp distress
followup care,followup care
followup appointments scheduled or recommended,followup appointments scheduled or recommended
laboratory data preoperatively,laboratory data preoperatively
not taking,not taking
laboratory data upon discharge,laboratory data upon discharge
it was decided that she would undergo,it was decided that she would undergo
please make the following changes in your medication,please make the following changes in your medication
remainder of hospital course,remainder of hospital course
reconstructions,reconstructions
initial data,initial data
recommendations on discharge,recommendations on discharge
recommended,recommended
growth parameters at birth,growth parameters at birth
past cardiac procedures,past cardiac procedures
initial floor exam,initial floor exam
past gastrointestinal procedures,past gastrointestinal procedures
initial hospital course,initial hospital course
pmd,pmd
pm,pm
past gynecology history,past gynecology history
grayscale ultrasound,grayscale ultrasound
recommended laboratory monitoring,recommended laboratory monitoring
initial medications,initial medications
gvhd,gvhd
other care,other care
most recent colonoscopy,most recent colonoscopy
initial radiographic studies,initial radiographic studies
initial vitals in the ed,initial vitals in the ed
go to the er or seek medical advice if you develop,go to the er or seek medical advice if you develop
new medications on discharge,new medications on discharge
reference,reference
initial vs in micu,initial vs in micu
initial vs on arrival to the ed,initial vs on arrival to the ed
reference interval,reference interval
please take your medications as prescribed,please take your medications as prescribed
past line history,past line history
gi studies,gi studies
po,po
initial chest xray,initial chest xray
please take the following medications,please take the following medications
part i,part i
most responsible diagnosis,most responsible diagnosis
hd 11,hd 11
portable ap view of the chest,portable ap view of the chest
poor urine output,poor urine output
infection history,infection history
neuropsych,neuropsych
recent studies,recent studies
other follow up,other follow up
pod7,pod7
hba1c,hba1c
have,have
recommend immunizations,recommend immunizations
infectious disease followup,infectious disease followup
part ii,part ii
pobh,pobh
recommendations after transfer,recommendations after transfer
recommendations and care after discharge,recommendations and care after discharge
hand clinic,hand clinic
pod 6,pod 6
inflammatory,inflammatory
influenza,influenza
influenza immunization,influenza immunization
influenza immunizations,influenza immunizations
past cardiac history,past cardiac history
gynecology,gynecology
pod 3,pod 3
recommendations for care,recommendations for care
pobhx,pobhx
more frequent,more frequent
inpatient labs,inpatient labs
gas,gas
gastroparesis,gastroparesis
modifiable risk factors,modifiable risk factors
general exam,general exam
osh results,osh results
please note the following changes to your medication regimen,please note the following changes to your medication regimen
please note the following changes to your medication list,please note the following changes to your medication list
moderate sedation,moderate sedation
osh radiology,osh radiology
invasive procedure,invasive procedure
nih stroke scale score was 17,nih stroke scale score was 17
invasive surgical procedures,invasive surgical procedures
osh microbiology,osh microbiology
ir,ir
ir embolization,ir embolization
iron and vitamin d supplements,iron and vitamin d supplements
please note the following instructions,please note the following instructions
iron and vitamin supplementation,iron and vitamin supplementation
gastrointestinal bleeding,gastrointestinal bleeding
gastrointestinal bleed issues,gastrointestinal bleed issues
please note that the following medications have been changed,please note that the following medications have been changed
mobility,mobility
nih stroke scale score was 20,nih stroke scale score was 20
issues addressed during hospitalization,issues addressed during hospitalization
please make the following medication changes,please make the following medication changes
issues by system,issues by system
issues on discharge,issues on discharge
gastric emptying study,gastric emptying study
please make the following changes to your home medications,please make the following changes to your home medications
please make the following changes in your medications,please make the following changes in your medications
nicu physical examination,nicu physical examination
intoxication,intoxication
referring transcranial doppler ultrasound code,referring transcranial doppler ultrasound code
intergluteal ulcer,intergluteal ulcer
inr goal,inr goal
new meds,new meds
ostomy care,ostomy care
instructions at discharge,instructions at discharge
instructions for discharge,instructions for discharge
instructions for rehab,instructions for rehab
newborn course,newborn course
instructions from neurosurgery,instructions from neurosurgery
insulin,insulin
insulin sc sliding scale,insulin sc sliding scale
gerontology,gerontology
insulin sliding scale,insulin sliding scale
osseous windows,osseous windows
interim date,interim date
interventional radiology,interventional radiology
past med hx,past med hx
sepsis risk factors,sepsis risk factors
regular gait,regular gait
interim summary of hospital course by systems,interim summary of hospital course by systems
please see below for changes to your home medication regimen,please see below for changes to your home medication regimen
please schedule the following appointments,please schedule the following appointments
please return to the emergency room if you experience,please return to the emergency room if you experience
interval history,interval history
intervals axes,intervals axes
general surgery,general surgery
interventional details,interventional details
interventional procedure,interventional procedure
interventional pulmonology,interventional pulmonology
hypoxemic respiratory failure,hypoxemic respiratory failure
01,01
surgical procedures performed,surgical procedures performed
ct surgery,ct surgery
you also have the following appointments scheduled for you,you also have the following appointments scheduled for you
the patient was pronounced dead at 3,the patient was pronounced dead at 3
the patient was pronounced dead at 11,the patient was pronounced dead at 11
ct scan of head,ct scan of head
acetaminophen  325 mg tablet  sig,acetaminophen  325 mg tablet  sig
spep,spep
ct scan of pelvis with intravenous contrast,ct scan of pelvis with intravenous contrast
diet on discharge,diet on discharge
acetaminophen level trend,acetaminophen level trend
brief review of hospital course,brief review of hospital course
ct scan of the pelvis,ct scan of the pelvis
the following change were made to your medications,the following change were made to your medications
you also have the following appointment,you also have the following appointment
brief physical examination,brief physical examination
after you leave,after you leave
atrial fibrillation with rapid ventricular response,atrial fibrillation with rapid ventricular response
ct showed,ct showed
spine ct,spine ct
dictator states,dictator states
urine labs,urine labs
we changed,we changed
specimens obtained,specimens obtained
diffuse lymphadenopathy,diffuse lymphadenopathy
the patient was pronounced dead at 4,the patient was pronounced dead at 4
discahrge,discahrge
supine ap chest,supine ap chest
abg showed,abg showed
supine and upright abdominal radiograph,supine and upright abdominal radiograph
chronic issues managed,chronic issues managed
the plan is to,the plan is to
supine and upright abdomen,supine and upright abdomen
bright red blood per rectum,bright red blood per rectum
discahrge labs,discahrge labs
briefly,briefly
brief summary of patient history,brief summary of patient history
you also have the following appts,you also have the following appts
chronic obstructive pulmonary disease,chronic obstructive pulmonary disease
trauma work up,trauma work up
urine toxicology,urine toxicology
dinner humalog scale,dinner humalog scale
you also have the following upcoming appointments,you also have the following upcoming appointments
treatment and frequencies,treatment and frequencies
chronic renal failure,chronic renal failure
chronic stable conditions,chronic stable conditions
continued,continued
dictator,dictator
ct t spine,ct t spine
diabetic ketoacidosis,diabetic ketoacidosis
spine patients,spine patients
activity instructions,activity instructions
spontaneous eye movements,spontaneous eye movements
summary of medication changes,summary of medication changes
diagnostic imaging,diagnostic imaging
brain mra,brain mra
continuation of previous report,continuation of previous report
diagnostic data on admission,diagnostic data on admission
brain mr,brain mr
diagnostic angiogram,diagnostic angiogram
sputum     site,sputum     site
urine chemistry,urine chemistry
acute,acute
acute alcoholic hepatitis,acute alcoholic hepatitis
diagnoses on transfer,diagnoses on transfer
sse,sse
acute blood loss anemia,acute blood loss anemia
axis i,axis i
axis iv,axis iv
diagnoses at discharge,diagnoses at discharge
cta abdomen and pelvis,cta abdomen and pelvis
continuation hospital course,continuation hospital course
auditory comprehension,auditory comprehension
ct trachea,ct trachea
breakfast,breakfast
summary of nicu course by system,summary of nicu course by system
attending review,attending review
trends,trends
you also have an appointment with provider,you also have an appointment with provider
triglyc,triglyc
the following changes have been made in your medications,the following changes have been made in your medications
brief history of hospital course,brief history of hospital course
spirometry 1,spirometry 1
summary of nicu course by systems,summary of nicu course by systems
you also have an appointment with,you also have an appointment with
spirometry 11,spirometry 11
