category,count,label,nb,percent_avec_section
Physician ,379,SBO:,141624,0.267610009602892
Physician ,377,RESPIRATORY FAILURE:,141624,0.266197819578603
Physician ,371,HAP:,141624,0.261961249505733
Physician ,370,AF:,141624,0.261255154493589
Physician ,366,AC:,141624,0.258430774445009
Physician ,366,ALL:,141624,0.258430774445009
Physician ,361,HCT:,141624,0.254900299384285
Physician ,357,UOP:,141624,0.252075919335706
Physician ,355,AML:,141624,0.250663729311416
Physician ,351,DIABETES:,141624,0.247839349262837
Physician ,339,SVT:,141624,0.239366209117099
Physician ,335,FAMILY HISTORY:,141624,0.236541829068519
Physician ,332,ECHOCARDIOGRAM:,141624,0.234423544032085
Physician ,324,PMI:,141624,0.228774783934926
Physician ,322,GFR:,141624,0.227362593910637
Physician ,320,CARDIAC CATH:,141624,0.225950403886347
Physician ,317,MEDICATIONS:,141624,0.223832118849912
Physician ,315,BNP:,141624,0.222419928825623
Physician ,311,MI:,141624,0.219595548777043
Physician ,311,STUDIES:,141624,0.219595548777043
Physician ,304,TP QID:,141624,0.21465288369203
Physician ,298,EGD:,141624,0.210416313619161
Physician ,295,AVR:,141624,0.208298028582726
Physician ,294,SLE:,141624,0.207591933570581
Physician ,293,OTHER:,141624,0.206885838558436
Physician ,292,MR:,141624,0.206179743546292
Physician ,288,PO HS:,141624,0.203355363497712
Physician ,287,ICU CONSENT:,141624,0.202649268485567
Physician ,284,HYPERTENSION:,141624,0.200530983449133
Physician ,280,DM II:,141624,0.197706603400554
Physician ,278,SOCIAL HISTORY:,141624,0.196294413376264
Physician ,269,ACUTE RENAL FAILURE:,141624,0.18993955826696
Physician ,263,ENT:,141624,0.185702988194091
Physician ,263,TELEMETRY:,141624,0.185702988194091
Physician ,253,LEUKOCYTOSIS:,141624,0.178642038072643
Physician ,253,AIDS:,141624,0.178642038072643
Physician ,252,PO DAILY:,141624,0.177935943060498
Physician ,252,ACUTE:,141624,0.177935943060498
Physician ,249,SDH:,141624,0.175817658024064
Physician ,247,TP TID:,141624,0.174405467999774
Physician ,245,REVIEW OF SYSTEMS:,141624,0.172993277975484
Physician ,241,PO QID:,141624,0.170168897926905
Physician ,240,TSH:,141624,0.16946280291476
Physician ,229,MEDICATIONS ON TRANSFER:,141624,0.161695757781167
Physician ,225,MBI:,141624,0.158871377732588
Physician ,223,MRSA:,141624,0.157459187708298
Physician ,220,VBG:,141624,0.155340902671864
Physician ,220,LABORATORY DATA:,141624,0.155340902671864
Physician ,218,RUQ US:,141624,0.153928712647574
Physician ,218,BRBPR:,141624,0.153928712647574
Physician ,218,ERCP:,141624,0.153928712647574
Physician ,217,HF:,141624,0.153222617635429
Physician ,215,HYPOTHYROIDISM:,141624,0.151810427611139
Physician ,214,RUE DVT:,141624,0.151104332598995
Physician ,213,TEE:,141624,0.15039823758685
Physician ,212,BACK:,141624,0.149692142574705
Physician ,212,HLD:,141624,0.149692142574705
Physician ,211,IDDM:,141624,0.14898604756256
Physician ,209,HIT:,141624,0.14757385753827
Physician ,205,LAD:,141624,0.144749477489691
Physician ,205,CLL:,141624,0.144749477489691
Physician ,204,ACS:,141624,0.144043382477546
Physician ,204,HYPERLIPIDEMIA:,141624,0.144043382477546
Physician ,203,PR HS:,141624,0.143337287465401
Physician ,203,BUN:,141624,0.143337287465401
Physician ,203,FEVER:,141624,0.143337287465401
Physician ,202,SH:,141624,0.142631192453257
Radiology,495287,MEDICAL CONDITION:,522279,94.8318810444226
Radiology,495000,REASON FOR THIS EXAMINATION:,522279,94.7769295721252
Radiology,379094,IMPRESSION:,522279,72.5845764428591
Radiology,242832,INDICATION:,522279,46.4946896199158
Radiology,229337,FINDINGS:,522279,43.9108216106717
Radiology,182618,COMPARISON:,522279,34.9656026759644
Radiology,149505,HISTORY:,522279,28.6255047589507
Radiology,125994,TECHNIQUE:,522279,24.1238878070916
Radiology,56997,WET READ:,522279,10.9131326360049
Radiology,21554,CLINICAL HISTORY:,522279,4.12691301009614
Radiology,21010,COMPARISONS:,522279,4.02275412183909
Radiology,15473,STUDY:,522279,2.96259279044342
Radiology,13655,PFI:,522279,2.61450297637853
Radiology,13191,BONE WINDOWS:,522279,2.5256615716887
Radiology,12772,REASON FOR EXAMINATION:,522279,2.44543625150542
Radiology,12762,REASON FOR EXAM:,522279,2.44352156605952
Radiology,12273,CLINICAL INDICATION:,522279,2.34989344775494
Radiology,11546,IV CONTRAST:,522279,2.2106958158379
Radiology,11339,PROCEDURE:,522279,2.17106182710773
Radiology,10507,CLINICAL INFORMATION:,522279,2.01175999800873
Radiology,9728,INDICATIONS:,522279,1.862606001773
Radiology,8813,CONCLUSION:,522279,1.68741228347301
Radiology,6807,CHEST:,522279,1.30332638302516
Radiology,6260,EXAMINATION:,522279,1.19859308913435
Radiology,6065,INTERPRETATION:,522279,1.16125672293927
Radiology,5594,RADIOLOGISTS:,522279,1.07107503843731
Radiology,5419,OSSEOUS STRUCTURES:,522279,1.03756804313403
Radiology,4764,EXAM:,522279,0.912156146427484
Radiology,4397,CONTRAST:,522279,0.841887190562898
Radiology,4121,ANESTHESIA:,522279,0.789041872256016
Radiology,4039,PROCEDURE AND FINDINGS:,522279,0.773341451599624
Radiology,3882,PORTABLE CHEST:,522279,0.74328089009897
Radiology,3662,CT OF THE PELVIS WITH IV CONTRAST:,522279,0.701157810289137
Radiology,3643,PELVIS:,522279,0.697519907941924
Radiology,3370,TYPE OF EXAMINATION:,522279,0.645248995268812
Radiology,3213,PORTABLE AP CHEST:,522279,0.615188433768158
Radiology,3074,ABDOMEN:,522279,0.588574306070127
Radiology,3045,CT PELVIS:,522279,0.583021718277013
Radiology,2962,CT OF THE ABDOMEN WITH IV CONTRAST:,522279,0.56712982907603
Radiology,2931,B:,522279,0.561194304193736
Radiology,2805,CT ABDOMEN:,522279,0.537069267575376
Radiology,2637,PA AND LATERAL CHEST:,522279,0.504902552084231
Radiology,2542,COMMENT:,522279,0.486713040348166
Radiology,2464,RADIOPHARMACEUTICAL DATA:,522279,0.471778493870135
Radiology,2419,ADDENDUM:,522279,0.463162409363578
Radiology,2381,TWO VIEWS:,522279,0.455886604669152
Radiology,2370,CONTRAST HEAD CT:,522279,0.45378045067866
Radiology,2345,OPERATORS:,522279,0.448993737063906
Radiology,2311,REASON:,522279,0.442483806547841
Radiology,2273,COMPLICATIONS:,522279,0.435208001853416
Radiology,2267,VIEWS:,522279,0.434059190585875
Radiology,2113,COMMENTS:,522279,0.404573034718991
Radiology,2061,CT PELVIS WITH IV CONTRAST:,522279,0.394616670400303
Radiology,2029,RADIOLOGIST:,522279,0.388489676973418
Radiology,2028,CT OF THE CHEST WITH IV CONTRAST:,522279,0.388298208428828
Radiology,2014,PA AND LATERAL:,522279,0.385617648804566
Radiology,1884,MEDICATIONS:,522279,0.360726738007846
Radiology,1860,A:,522279,0.356131492937683
Radiology,1754,RAY:,522279,0.335835827211127
Radiology,1728,CT OF THE PELVIS:,522279,0.330857645051783
Radiology,1713,CT ABDOMEN WITH IV CONTRAST:,522279,0.32798561688293
Radiology,1674,AP CHEST:,522279,0.320518343643914
Radiology,1669,COMPARISON STUDY:,522279,0.319561000920964
Radiology,1657,AP:,522279,0.317263378385882
Radiology,1647,REFERENCE EXAM:,522279,0.31534869293998
Radiology,1645,TECHNIQUE AND FINDINGS:,522279,0.3149657558508
Radiology,1645,CT RECONSTRUCTIONS:,522279,0.3149657558508
Radiology,1638,CT PELVIS WITH CONTRAST:,522279,0.313625476038669
Radiology,1607,ONE VIEW:,522279,0.307689951156374
Radiology,1576,PHYSICIANS:,522279,0.30175442627408
Radiology,1538,EG:,522279,0.294478621579654
Radiology,1538,CT OF THE ABDOMEN:,522279,0.294478621579654
Radiology,1521,CT CHEST:,522279,0.291223656321621
Radiology,1506,PA AND LATERAL VIEWS OF THE CHEST:,522279,0.288351628152769
Radiology,1501,THREE VIEWS:,522279,0.287394285429818
Radiology,1500,CHEST AP:,522279,0.287202816885228
Radiology,1483,CT ABDOMEN WITH CONTRAST:,522279,0.283947851627195
Radiology,1470,RADIOPHARMECEUTICAL DATA:,522279,0.281458760547523
Radiology,1463,PORTABLE AP CHEST RADIOGRAPH:,522279,0.280118480735392
Radiology,1419,CT OF THE PELVIS WITH INTRAVENOUS CONTRAST:,522279,0.271693864773426
Radiology,1410,CT OF THE PELVIS WITH CONTRAST:,522279,0.269970647872114
Radiology,1269,BONES:,522279,0.242973583084903
Radiology,1214,CTA:,522279,0.232442813132445
Radiology,1207,MUSCULOSKELETAL:,522279,0.231102533320313
Radiology,1189,RENAL ULTRASOUND:,522279,0.227656099517691
Radiology,1160,METHODS:,522279,0.222103511724576
Radiology,1159,IMPRESSIONS:,522279,0.221912043179986
Radiology,1159,CT CHEST WITH IV CONTRAST:,522279,0.221912043179986
Radiology,1153,RIGHT UPPER QUADRANT ULTRASOUND:,522279,0.220763231912445
Radiology,1123,PREOPERATIVE DIAGNOSIS:,522279,0.215019175574741
Radiology,1117,CT OF THE ABDOMEN WITHOUT IV CONTRAST:,522279,0.2138703643072
Radiology,1109,CT OF THE ABDOMEN WITH INTRAVENOUS CONTRAST:,522279,0.212338615950479
Radiology,1090,SINGLE VIEW:,522279,0.208700713603266
Radiology,1082,CT OF THE PELVIS WITHOUT IV CONTRAST:,522279,0.207168965246544
Radiology,1072,CT OF THE ABDOMEN WITH CONTRAST:,522279,0.205254279800643
Radiology,1055,UPRIGHT AP VIEW OF THE CHEST:,522279,0.20199931454261
Radiology,1025,CONSENT:,522279,0.196255258204906
Radiology,1023,O CONTRAST:,522279,0.195872321115726
Radiology,1014,DLP:,522279,0.194149104214414
Radiology,1005,CT CHEST WITH CONTRAST:,522279,0.192425887313103
Radiology,989,FRONTAL CHEST RADIOGRAPH:,522279,0.18936239059966
Radiology,972,COMPARISON STUDIES:,522279,0.186107425341628
Radiology,970,PA AND LATERAL CHEST RADIOGRAPHS:,522279,0.185724488252447
Radiology,926,PROCEDURE IN DETAIL:,522279,0.177299872290481
Radiology,924,POSTOPERATIVE DIAGNOSIS:,522279,0.1769169352013
Radiology,905,AP UPRIGHT CHEST:,522279,0.173279032854088
Radiology,849,ABDOMINAL ULTRASOUND:,522279,0.162556794357039
Radiology,845,REPORT:,522279,0.161790920178678
Radiology,838,CT OF THE CHEST:,522279,0.160450640366547
Radiology,827,PA AND LATERAL CHEST RADIOGRAPH:,522279,0.158344486376056
Radiology,823,CT HEAD:,522279,0.157578612197695
Radiology,792,AP PORTABLE CHEST:,522279,0.1516430873154
Radiology,752,SUMMARY OF EXERCISE DATA FROM THE REPORT OF THE EXERCISE LAB:,522279,0.143984345531794
Radiology,733,MEDICAL HISTORY:,522279,0.140346443184581
Radiology,732,CT OF THE CHEST WITH INTRAVENOUS CONTRAST:,522279,0.140154974639991
Radiology,727,RESULTS:,522279,0.13919763191704
Radiology,722,DOPPLER EXAMINATION:,522279,0.13824028919409
Radiology,714,CT HEAD WITHOUT CONTRAST:,522279,0.136708540837369
Radiology,713,HEAD CT:,522279,0.136517072292778
Radiology,696,BONE WINDOW:,522279,0.133262107034746
Radiology,693,CHEST SINGLE AP FILM:,522279,0.132687701400975
Radiology,683,NOTE:,522279,0.130773015955074
Radiology,682,CT OF THE CHEST WITH CONTRAST:,522279,0.130581547410484
Radiology,681,CT ABDOMEN WITHOUT IV CONTRAST:,522279,0.130390078865894
Radiology,674,QUESTIONS TO BE ANSWERED:,522279,0.129049799053762
Radiology,641,CT HEAD WITHOUT IV CONTRAST:,522279,0.122731337082287
Radiology,641,PORTABLE AP:,522279,0.122731337082287
Radiology,636,CTA CHEST:,522279,0.121773994359337
Radiology,627,SPINE:,522279,0.120050777458025
Radiology,627,PORTABLE CHEST RADIOGRAPH:,522279,0.120050777458025
Radiology,625,SEDATION:,522279,0.119667840368845
Radiology,623,CLINICIANS:,522279,0.119284903279665
Radiology,618,NECK:,522279,0.118327560556714
Radiology,608,CT PELVIS WITHOUT IV CONTRAST:,522279,0.116412875110812
Radiology,590,NOTE ADDED AT ATTENDING REVIEW:,522279,0.11296644130819
Radiology,579,O IV CONTRAST:,522279,0.110860287317698
Radiology,570,AP CHEST RADIOGRAPH:,522279,0.109137070416387
Radiology,564,MRA OF THE HEAD:,522279,0.107988259148846
Radiology,563,EXAM ORDER:,522279,0.107796790604256
Radiology,547,METHOD:,522279,0.104733293890813
Radiology,540,THORACIC SPINE:,522279,0.103393014078682
Radiology,537,SUMMARY OF DATA FROM THE EXERCISE LAB:,522279,0.102818608444912
Radiology,527,BILATERAL LOWER EXTREMITY ULTRASOUND:,522279,0.10090392299901
Radiology,522,HEAD CT WITHOUT IV CONTRAST:,522279,0.0999465802760593
Radiology,518,CT OF THE CHEST WITHOUT IV CONTRAST:,522279,0.0991807060976987
Radiology,517,CT ABDOMEN WITHOUT CONTRAST:,522279,0.0989892375531086
Radiology,516,LUMBAR SPINE:,522279,0.0987977690085184
Radiology,515,CT PELVIS WITH INTRAVENOUS CONTRAST:,522279,0.0986063004639283
Radiology,512,BRAIN MRI:,522279,0.0980318948301578
Radiology,508,SUPINE AP VIEW OF THE CHEST:,522279,0.0972660206517972
Radiology,505,HOURS:,522279,0.0966916150180268
Radiology,502,SINGLE VIEW CHEST:,522279,0.0961172093842563
Radiology,501,PORTABLE:,522279,0.0959257408396662
Radiology,499,UPRIGHT AP CHEST:,522279,0.0955428037504858
Radiology,493,CT OF THE ABDOMEN WITHOUT CONTRAST:,522279,0.0943939924829449
Radiology,487,CT ANGIOGRAM:,522279,0.093245181215404
Radiology,486,AP SUPINE CHEST:,522279,0.0930537126708139
Radiology,478,AP PELVIS:,522279,0.0915219643140927
Radiology,471,VIDEO OROPHARYNGEAL SWALLOW:,522279,0.0901816845019616
Radiology,466,CHEST RADIOGRAPH:,522279,0.0892243417790108
Radiology,464,CT CHEST WITHOUT CONTRAST:,522279,0.0888414046898305
Radiology,463,CTA HEAD:,522279,0.0886499361452404
Radiology,461,CLINICAL DETAILS:,522279,0.0882669990560601
Radiology,458,CT ABDOMEN WITH INTRAVENOUS CONTRAST:,522279,0.0876925934222896
Radiology,457,TWO VIEWS OF THE CHEST:,522279,0.0875011248776995
Radiology,457,CT PELVIS WITHOUT CONTRAST:,522279,0.0875011248776995
Radiology,448,RIGHT:,522279,0.0857779079763881
Radiology,448,INDICATION FOR EXAM:,522279,0.0857779079763881
Radiology,446,PROCEDURE PERFORMED:,522279,0.0853949708872078
Radiology,445,CT OF THE PELVIS WITHOUT CONTRAST:,522279,0.0852035023426176
Radiology,442,CHEST PA AND LATERAL:,522279,0.0846290967088472
Radiology,439,SUMMARY OF THE PRELIMINARY REPORT FROM THE EXERCISE LAB:,522279,0.0840546910750767
Radiology,438,SINGLE AP PORTABLE VIEW OF THE CHEST:,522279,0.0838632225304866
Radiology,436,AP PORTABLE:,522279,0.0834802854413063
Radiology,434,UPRIGHT CHEST:,522279,0.083097348352126
Radiology,431,ASSISTANT:,522279,0.0825229427183555
Radiology,427,ONE VIEW OF THE CHEST:,522279,0.0817570685399949
Radiology,426,LEFT:,522279,0.0815655999954047
Radiology,424,CHEST PORTABLE:,522279,0.0811826629062245
Radiology,418,CT OF THE ABDOMEN WITH AND WITHOUT IV CONTRAST:,522279,0.0800338516386835
Radiology,418,PROCEDURES:,522279,0.0800338516386835
Radiology,418,SUPINE AP CHEST:,522279,0.0800338516386835
Radiology,413,MRA:,522279,0.0790765089157328
Radiology,413,CT OF THE PELVIS WITHOUT INTRAVENOUS CONTRAST:,522279,0.0790765089157328
Radiology,412,SINGLE FRONTAL VIEW OF THE CHEST:,522279,0.0788850403711426
Radiology,412,CTA OF THE CHEST:,522279,0.0788850403711426
Radiology,404,UPRIGHT CHEST RADIOGRAPH:,522279,0.0773532920144214
Radiology,399,IMAGING METHOD:,522279,0.0763959492914706
Radiology,393,BILATERAL LOWER EXTREMITY VENOUS ULTRASOUND:,522279,0.0752471380239297
Radiology,392,LATERAL:,522279,0.0750556694793396
Radiology,391,CERVICAL SPINE:,522279,0.0748642009347494
Radiology,391,CT OF THE ABDOMEN WITHOUT INTRAVENOUS CONTRAST:,522279,0.0748642009347494
Radiology,389,CT OF THE ABDOMEN WITHOUT AND WITH IV CONTRAST:,522279,0.0744812638455691
Radiology,389,SINGLE AP VIEW:,522279,0.0744812638455691
Radiology,386,HEAD CT WITHOUT CONTRAST:,522279,0.0739068582117987
Radiology,383,NONCONTRAST HEAD CT:,522279,0.0733324525780282
Radiology,379,ERCP:,522279,0.0725665783996676
Radiology,374,SUMMARY FROM THE EXERCISE LAB:,522279,0.0716092356767169
Radiology,370,CT CHEST WITHOUT IV CONTRAST:,522279,0.0708433614983562
Radiology,369,LUNG BASES:,522279,0.0706518929537661
Radiology,362,CT CHEST WITH INTRAVENOUS CONTRAST:,522279,0.069311613141635
Radiology,349,DX:,522279,0.066822522061963
Radiology,338,PA AND LATERAL VIEWS:,522279,0.0647163680714714
Radiology,330,DECISION:,522279,0.0631846197147502
Radiology,327,ICA:,522279,0.0626102140809797
Radiology,324,CT OF THE CHEST WITHOUT CONTRAST:,522279,0.0620358084472093
Radiology,323,AP UPRIGHT CHEST RADIOGRAPH:,522279,0.0618443399026191
Radiology,323,ABDOMEN SINGLE FILM:,522279,0.0618443399026191
Radiology,322,MRA HEAD:,522279,0.0616528713580289
Radiology,316,DATE:,522279,0.060504060090488
Radiology,312,PORTABLE SUPINE CHEST:,522279,0.0597381859121274
Radiology,312,NOTE ADDED IN ATTENDING REVIEW:,522279,0.0597381859121274
Radiology,311,CT PERFUSION:,522279,0.0595467173675373
Radiology,310,ATTENDING:,522279,0.0593552488229471
Radiology,310,LATERAL CHEST:,522279,0.0593552488229471
Radiology,308,OSSEOUS FINDINGS:,522279,0.0589723117337668
Radiology,307,COMPARISON EXAM:,522279,0.0587808431891767
Radiology,301,CT OF THE HEAD WITHOUT CONTRAST:,522279,0.0576320319216358
Radiology,296,CT:,522279,0.056674689198685
Radiology,293,PROCEDURE DETAILS:,522279,0.0561002835649145
Radiology,290,INDICATION FOR STUDY:,522279,0.0555258779311441
Radiology,290,BONES AND SOFT TISSUES:,522279,0.0555258779311441
Radiology,289,CT ABDOMEN AND PELVIS:,522279,0.0553344093865539
Radiology,288,CHEST CT WITH IV CONTRAST:,522279,0.0551429408419638
Radiology,287,MRI OF THE BRAIN:,522279,0.0549514722973736
Radiology,287,MEDIASTINUM:,522279,0.0549514722973736
Radiology,283,LEFT SIDE:,522279,0.054185598119013
Radiology,283,FRONTAL AND LATERAL CHEST RADIOGRAPHS:,522279,0.054185598119013
Radiology,280,MULTIPLANAR REFORMATS:,522279,0.0536111924852426
Radiology,276,AP UPRIGHT VIEW OF THE CHEST:,522279,0.052845318306882
Radiology,274,SINGLE AP FILM:,522279,0.0524623812177017
Radiology,273,CT ABDOMEN WITHOUT AND WITH IV CONTRAST:,522279,0.0522709126731115
Radiology,269,RIGHT SIDE:,522279,0.0515050384947509
Radiology,268,TIME:,522279,0.0513135699501607
Radiology,262,SINGLE AP PORTABLE VIEW:,522279,0.0501647586826198
Radiology,261,DETAILS OF PROCEDURE:,522279,0.0499732901380297
Radiology,261,DATE OF EXAM:,522279,0.0499732901380297
Radiology,261,MRI BRAIN:,522279,0.0499732901380297
Radiology,261,VIEW:,522279,0.0499732901380297
Radiology,260,CHEST AP PORTABLE:,522279,0.0497818215934395
Radiology,260,CT OF THE CHEST WITHOUT AND WITH IV CONTRAST:,522279,0.0497818215934395
Radiology,260,WITH INTRAVENOUS CONTRAST:,522279,0.0497818215934395
Radiology,259,DATE OF SERVICE:,522279,0.0495903530488494
Radiology,258,DATE OF EXAMINATION:,522279,0.0493988845042592
Radiology,257,SINGLE AP VIEW OF THE CHEST:,522279,0.0492074159596691
Radiology,256,LIMITED ABDOMINAL ULTRASOUND:,522279,0.0490159474150789
Radiology,251,CT OF THE CHEST WITH AND WITHOUT IV CONTRAST:,522279,0.0480586046921282
Radiology,248, :,522279,0.0474841990583577
Radiology,247,GFR:,522279,0.0472927305137675
Radiology,247,DIAGNOSIS:,522279,0.0472927305137675
Radiology,246,CT OF THE CHEST WITHOUT INTRAVENOUS CONTRAST:,522279,0.0471012619691774
Radiology,245,SINGLE PORTABLE CHEST RADIOGRAPH:,522279,0.0469097934245872
Radiology,243,FOUR VIEWS:,522279,0.0465268563354069
Radiology,243,PELVIS WITH CONTRAST:,522279,0.0465268563354069
Radiology,240,PORTABLE UPRIGHT CHEST RADIOGRAPH:,522279,0.0459524507016365
Radiology,237,CONTRAST CT HEAD:,522279,0.045378045067866
Radiology,237,TIME OF EXAM:,522279,0.045378045067866
Radiology,235,REASON FOR THE EXAMINATION:,522279,0.0449951079786857
Radiology,234,REFORMATTED IMAGES:,522279,0.0448036394340956
Radiology,233,PA AND LATERAL RADIOGRAPHS OF THE CHEST:,522279,0.0446121708895054
Radiology,232,AP AND LATERAL:,522279,0.0444207023449153
Radiology,227,CT OF THE ABDOMEN WITHOUT AND WITH INTRAVENOUS CONTRAST:,522279,0.0434633596219645
Radiology,225,CONTRAST HEAD CT SCAN:,522279,0.0430804225327842
Radiology,221,SINGLE FRONTAL CHEST RADIOGRAPH:,522279,0.0423145483544236
Radiology,218,HEAD ULTRASOUND:,522279,0.0417401427206531
Radiology,218,AP SUPINE CHEST RADIOGRAPH:,522279,0.0417401427206531
Radiology,216,RENAL TRANSPLANT ULTRASOUND:,522279,0.0413572056314728
Radiology,215,PORTABLE ABDOMEN:,522279,0.0411657370868827
Radiology,214,DESCRIPTION OF PROCEDURE:,522279,0.0409742685422925
Radiology,213,RIGHT KNEE:,522279,0.0407827999977024
Radiology,212,HEAD CTA:,522279,0.0405913314531122
Radiology,212,AM:,522279,0.0405913314531122
Radiology,210,PROC:,522279,0.0402083943639319
Radiology,209,FINDINGS AND IMPRESSION:,522279,0.0400169258193418
Radiology,207,PORTABLE UPRIGHT CHEST:,522279,0.0396339887301615
Radiology,207,CT THORAX:,522279,0.0396339887301615
Radiology,206,DOB:,522279,0.0394425201855713
Radiology,206,LEFT KNEE:,522279,0.0394425201855713
Radiology,205,FRONTAL AND LATERAL VIEWS OF THE CHEST:,522279,0.0392510516409812
Radiology,205,AP UPRIGHT PORTABLE CHEST:,522279,0.0392510516409812
Radiology,205,PORTABLE SUPINE CHEST RADIOGRAPH:,522279,0.0392510516409812
Radiology,204,ATTENDING NOTE:,522279,0.039059583096391
Radiology,204,SUPINE ABDOMEN:,522279,0.039059583096391
Radiology,204,ABDOMEN WITH CONTRAST:,522279,0.039059583096391
Radiology,203,HR:,522279,0.0388681145518009
Rehab Services,3424,Transfer:,5431,63.0454796538391
Rehab Services,3418,Rolling:,5431,62.9350027619223
Rehab Services,3295,Balance:,5431,60.6702264776284
Rehab Services,3259,Total distance walked:,5431,60.0073651261278
Rehab Services,3256,Minutes:,5431,59.9521266801694
Rehab Services,3196,Ambulation:,5431,58.8473577610017
Rehab Services,3138,Stairs:,5431,57.7794144724728
Rehab Services,2687,Other:,5431,49.4752347633953
Rehab Services,2267,Medications:,5431,41.7418523292211
Rehab Services,2252,Radiology:,5431,41.4656600994292
Rehab Services,2165,Time frame:,5431,39.863745166636
Rehab Services,2164,Diagnosis:,5431,39.8453323513165
Rehab Services,2157,Labs:,5431,39.7164426440803
Rehab Services,2121,Posture:,5431,39.0535812925796
Rehab Services,2068,Other labs:,5431,38.0777020806481
Rehab Services,1971,Intervention:,5431,36.2916589946603
Rehab Services,1933,Referral date:,5431,35.5919720125207
Rehab Services,1932,Reason of referral:,5431,35.5735591972013
Rehab Services,1172,Assessment:,5431,21.5798195544099
Rehab Services,1149,Objective:,5431,21.1563248020622
Rehab Services,1147,Updated medical status:,5431,21.1194991714233
Rehab Services,1077,Gait:,5431,19.8306020990609
Rehab Services,1066,Face time:,5431,19.6280611305469
Rehab Services,1023,Plan:,5431,18.83631007181
Rehab Services,885,Total time:,5431,16.2953415577242
Rehab Services,669,Secretions:,5431,12.3181734487203
Rehab Services,662,Teeth:,5431,12.1892837414841
Rehab Services,280,Time:,5431,5.15558828944946
Rehab Services,207,Date:,5431,3.81145277112871
Respiratory ,83723,Comments:,31739,263.785878572104
Respiratory ,37281,Type:,31739,117.461167648634
Respiratory ,37259,Size:,31739,117.391852295283
Respiratory ,28128,Day of mechanical ventilation:,31739,88.6228299568354
Respiratory ,27777,Ideal body weight:,31739,87.5169350011028
Respiratory ,27760,Ideal tidal volume:,31739,87.4633731371499
Respiratory ,26821,Level of breathing assistance:,31739,84.504867828224
Respiratory ,26715,Visual assessment of breathing pattern:,31739,84.1708938529884
Respiratory ,25657,Reason for continuing current ventilatory support:,31739,80.8374554963925
Respiratory ,25081,Assessment of breathing comfort:,31739,79.0226535177542
Respiratory ,24216,Day of intubation:,31739,76.2972998519172
Respiratory ,23199,Route:,31739,73.093040108384
Respiratory ,22970,Cuff pressure:,31739,72.3715302939601
Respiratory ,22882,Trigger work assessment:,31739,72.094268880557
Respiratory ,22789,Position:,31739,71.8012539777561
Respiratory ,22698,Known difficult intubation:,31739,71.5145404707143
Respiratory ,21661,Invasive ventilation assessment:,31739,68.2472667695895
Respiratory ,16423,Cuff volume:,31739,51.7439112763477
Respiratory ,16044,Procedure location:,31739,50.5497967799868
Respiratory ,15955,Reason:,31739,50.2693846687041
Respiratory ,13619,Manufacturer:,31739,42.9093544220045
Respiratory ,13522,Tracheostomy tube:,31739,42.6037367276852
Respiratory ,13246,Dysynchrony assessment:,31739,41.734144112921
Respiratory ,13123,Airway problems:,31739,41.3466082737326
Respiratory ,12229,Transports:,31739,38.5298843693878
Respiratory ,242,Duration:,31739,0.762468886858439
Respiratory ,242,Times per shift:,31739,0.762468886858439
Respiratory ,209,Press:,31739,0.658495856832288
Social Work,1030,Previous living situation:,2670,38.5767790262172
Social Work,1028,Previous level of functioning:,2670,38.501872659176
Social Work,1020,Employment status:,2670,38.2022471910112
Social Work,1019,Past psychiatric history:,2670,38.1647940074906
Social Work,1018,Past addictions history:,2670,38.12734082397
Social Work,1007,Communication or visitation restriction:,2670,37.7153558052434
Social Work,996,Legal involvement:,2670,37.3033707865169
Social Work,347,Assessment:,2670,12.9962546816479
Social Work,206,Plan:,2670,7.71535580524345
Social Work,201,Continuing issues to be addressed:,2670,7.52808988764045
